iter	RMSE
303	17227.40579
304	17212.5088
305	17189.55345
306	17163.75442
307	17152.67171
308	17147.54115
309	17141.11868
310	17110.46977
311	17088.53903
312	17073.51643
313	17044.50985
314	17037.6262
315	17018.70588
316	17003.98898
317	16987.98743
318	16982.90304
319	16956.26833
320	16930.18326
321	16899.90987
322	16892.63046
323	16876.48191
324	16870.40107
325	16849.5311
326	16828.84249
327	16804.76539
328	16784.37407
329	16762.3123
330	16744.89562
331	16724.18124
332	16694.13815
333	16673.63669
334	16653.89122
335	16649.58569
336	16634.79143
337	16605.18006
338	16591.37816
339	16567.8056
340	16563.70511
341	16540.60442
342	16527.06757
343	16510.44592
344	16487.32749
345	16477.72745
346	16447.39557
347	16432.31165
348	16417.86637
349	16412.478
350	16383.53469
351	16356.01146
352	16336.12914
353	16331.48727
354	16318.83189
355	16314.15679
356	16296.0347
357	16270.9355
358	16251.12689
359	16222.63643
360	16203.1008
361	16180.85943
362	16170.3813
363	16155.68976
364	16139.30098
365	16134.90201
366	16122.76161
367	16113.63959
368	16109.42811
369	16085.44648
370	16079.99842
371	16056.80307
372	16027.66567
373	15996.55207
374	15977.31628
375	15962.3124
376	15942.8754
377	15915.77495
378	15891.08211
379	15859.78693
380	15839.29859
381	15814.93253
382	15795.37286
383	15778.77479
384	15762.1631
385	15746.55149
386	15721.77256
387	15718.60539
388	15714.95807
389	15711.87279
390	15700.74595
391	15671.96892
392	15648.83599
393	15629.54813
394	15603.9319
395	15580.60479
396	15573.96232
397	15559.20573
398	15544.09388
399	15518.17865
400	15507.36337
401	15503.32441
402	15480.36225
403	15460.11329
404	15440.67475
405	15419.5516
406	15416.37742
407	15405.50986
408	15390.68034
409	15378.22542
410	15373.9772
411	15357.12454
412	15354.28298
413	15329.94029
414	15310.59991
415	15307.05654
416	15303.49755
417	15290.53916
418	15280.24374
419	15258.30114
420	15238.30204
421	15215.4427
422	15193.43244
423	15175.89798
424	15165.73023
425	15146.71863
426	15126.65994
427	15105.35805
428	15094.09253
429	15074.55542
430	15069.62457
431	15066.3128
432	15049.75056
433	15034.86113
434	15024.97588
435	15020.68856
436	15000.05588
437	14984.3504
438	14981.73475
439	14972.40954
440	14955.29234
441	14941.82214
442	14932.32685
443	14911.65981
444	14896.55608
445	14886.91373
446	14869.06828
447	14851.79682
448	14836.34731
449	14816.06733
450	14795.44633
451	14773.86432
452	14756.18329
453	14742.83324
454	14731.29007
455	14723.79094
456	14709.54039
457	14688.54886
458	14679.79126
459	14658.59238
460	14656.13318
461	14652.84674
462	14632.78038
463	14630.55062
464	14614.96593
465	14607.01317
466	14596.56405
467	14594.22969
468	14592.07394
469	14572.58441
470	14568.92134
471	14559.75537
472	14546.6928
473	14528.40387
474	14510.85384
475	14490.68744
476	14465.25018
477	14443.54778
478	14434.75834
479	14424.22527
480	14404.03924
481	14389.63468
482	14381.5884
483	14365.50661
484	14346.13248
485	14344.11293
486	14335.1582
487	14319.92289
488	14307.44106
489	14289.2573
490	14270.6923
491	14268.73812
492	14266.81666
493	14255.43041
494	14253.45812
495	14251.61761
496	14230.80486
497	14216.62144
498	14208.42312
499	14195.11134
500	14182.81303
501	14174.8481
502	14158.061
503	14142.41244
504	14128.13109
505	14107.41327
506	14087.53817
507	14067.69667
508	14059.77034
509	14042.92258
510	14033.36541
511	14024.68681
512	14015.98884
513	14002.62921
514	13992.14077
515	13984.06978
516	13965.704
517	13942.24751
518	13931.20936
519	13918.84505
520	13901.18356
521	13886.5157
522	13866.78759
523	13857.58022
524	13840.05883
525	13827.0337
526	13821.08512
527	13806.15866
528	13794.32001
529	13780.85636
530	13764.7292
531	13739.77404
532	13733.34438
533	13710.86463
534	13706.76739
535	13687.40052
536	13674.73581
537	13653.98167
538	13632.50026
539	13623.63923
540	13601.45408
541	13589.19038
542	13571.03109
543	13561.4525
544	13559.05328
545	13553.47787
546	13538.79609
547	13521.07655
548	13509.36124
549	13493.09053
550	13478.07322
551	13460.11548
552	13444.79821
553	13429.07919
554	13416.3534
555	13397.91334
556	13384.5017
557	13376.0971
558	13360.87424
559	13353.84998
560	13347.67566
561	13346.02304
562	13335.83203
563	13327.25843
564	13315.5589
565	13307.55309
566	13292.66713
567	13291.17232
568	13275.14442
569	13263.06485
570	13245.19119
571	13231.65225
572	13217.28023
573	13198.96961
574	13181.31179
575	13179.15905
576	13173.24953
577	13161.75317
578	13155.84406
579	13138.7861
580	13125.26091
581	13120.58011
582	13110.72319
583	13093.25658
584	13078.64936
585	13073.38551
586	13056.55956
587	13040.90472
588	13031.78035
589	13023.7801
590	13019.92555
591	13005.37254
592	12991.12542
593	12975.64025
594	12969.33043
595	12958.09034
596	12946.36729
597	12934.0485
598	12922.6458
599	12910.57773
600	12900.74694
601	12890.66803
602	12881.94597
603	12876.95003
604	12859.11152
605	12842.39799
606	12825.24796
607	12823.91226
608	12804.94654
609	12792.87801
610	12778.08032
611	12754.19332
612	12736.45098
613	12713.71364
614	12709.04292
615	12697.28852
616	12695.88857
617	12690.98276
618	12680.0547
619	12671.81624
620	12663.69742
621	12651.31154
622	12633.77744
623	12623.0198
624	12609.78567
625	12593.68752
626	12581.91845
627	12572.61576
628	12559.03602
629	12540.09601
630	12524.09221
631	12519.86959
632	12508.3933
633	12499.67845
634	12484.27024
635	12471.5735
636	12461.43451
637	12448.14894
638	12430.53591
639	12421.92456
640	12410.905
641	12396.9192
642	12389.93651
643	12385.27928
644	12367.34229
645	12363.29733
646	12354.25656
647	12337.19345
648	12328.95151
649	12315.9963
650	12303.59999
651	12293.98617
652	12285.07241
653	12267.94526
654	12263.29361
655	12252.26974
656	12238.54168
657	12226.73069
658	12221.89872
659	12220.52645
660	12204.89994
661	12190.44795
662	12173.89866
663	12149.91116
664	12141.89142
665	12129.1411
666	12123.05641
667	12121.87746
668	12106.52764
669	12094.71863
670	12075.34763
671	12059.02125
672	12057.904
673	12045.41594
674	12031.99198
675	12023.43444
676	12008.66562
677	11996.32222
678	11995.25889
679	11980.85424
680	11971.41479
681	11970.2899
682	11969.07404
683	11965.00285
684	11956.00116
685	11946.91898
686	11945.5412
687	11934.6866
688	11914.096
689	11902.54291
690	11890.72894
691	11874.54185
692	11864.80297
693	11852.55502
694	11834.444
695	11824.45371
696	11807.94603
697	11795.92773
698	11780.45526
699	11771.19087
700	11767.4002
701	11761.7635
702	11749.77818
703	11744.41002
704	11732.30586
705	11716.2639
706	11702.88473
707	11692.99356
708	11677.34786
709	11666.26716
710	11655.56341
711	11640.44529
712	11629.81991
713	11617.08911
714	11607.31349
715	11594.29977
716	11590.4791
717	11589.21837
718	11588.01673
719	11578.06119
720	11572.02725
721	11564.02655
722	11544.3531
723	11534.18905
724	11521.92807
725	11509.79717
726	11495.43114
727	11481.71392
728	11475.8876
729	11467.72479
730	11466.71426
731	11456.04676
732	11442.50622
733	11438.19973
734	11430.78523
735	11424.31536
736	11411.30598
737	11410.18688
738	11400.78494
739	11399.80676
740	11383.15547
741	11367.81457
742	11366.75738
743	11365.44414
744	11347.92622
745	11339.76145
746	11336.10887
747	11325.33156
748	11324.06597
749	11314.17496
750	11312.94055
751	11301.34392
752	11286.50944
753	11279.65011
754	11268.58127
755	11267.49924
756	11263.00046
757	11254.82398
758	11240.2317
759	11228.20042
760	11217.35041
761	11208.18347
762	11207.00532
763	11194.14356
764	11182.54333
765	11170.69009
766	11161.97124
767	11151.35098
768	11141.38229
769	11136.99084
770	11126.90679
771	11125.8457
772	11119.12626
773	11106.97205
774	11090.2361
775	11085.17794
776	11075.66216
777	11067.60011
778	11057.51204
779	11045.13068
780	11034.85998
781	11025.33606
782	11014.38752
783	11005.32512
784	10991.79719
785	10987.69231
786	10982.83582
787	10980.93878
788	10969.7721
789	10956.95708
790	10945.48028
791	10929.51735
792	10922.30693
793	10919.04096
794	10908.76048
795	10903.71716
796	10890.58027
797	10889.635
798	10884.93534
799	10877.79587
800	10867.7042
801	10857.93424
802	10854.46338
803	10842.0906
804	10836.53974
805	10827.25869
806	10826.35573
807	10819.05732
808	10814.46808
809	10806.77152
810	10799.53794
811	10792.32996
812	10783.83493
813	10778.79815
814	10769.48159
815	10755.99284
816	10747.47004
817	10742.66829
818	10735.13398
819	10729.01554
820	10728.08004
821	10713.83218
822	10702.86375
823	10698.04575
824	10687.00653
825	10679.44239
826	10668.07263
827	10667.13551
828	10666.21575
829	10662.5992
830	10651.41891
831	10643.64288
832	10637.50628
833	10626.52796
834	10613.19707
835	10606.20804
836	10587.32334
837	10579.10533
838	10568.82228
839	10561.77524
840	10550.97338
841	10533.66396
842	10523.60436
843	10520.42758
844	10513.78078
845	10505.34041
846	10504.55272
847	10488.86789
848	10480.51739
849	10471.57329
850	10463.76296
851	10462.8663
852	10451.04113
853	10440.92183
854	10430.83415
855	10419.78763
856	10417.63084
857	10405.65806
858	10394.13165
859	10384.40854
860	10383.64478
861	10372.53575
862	10365.63889
863	10355.83631
864	10349.82125
865	10343.60034
866	10333.73058
867	10324.32585
868	10312.67388
869	10303.26556
870	10302.13457
871	10292.18889
872	10286.94736
873	10275.85129
874	10262.41515
875	10250.87033
876	10239.61869
877	10232.44788
878	10224.67094
879	10215.11635
880	10209.73831
881	10208.68421
882	10196.01207
883	10189.59031
884	10186.45989
885	10172.84261
886	10172.12169
887	10161.32816
888	10155.42333
889	10153.15041
890	10150.9296
891	10150.16271
892	10142.06768
893	10132.3885
894	10127.2999
895	10119.10299
896	10106.59855
897	10092.73885
898	10085.29671
899	10075.76135
900	10067.29771
901	10061.10541
902	10057.21714
903	10041.78812
904	10030.4843
905	10022.11021
906	10014.94425
907	10005.1322
908	9994.84955
909	9984.303542
910	9982.164981
911	9973.026235
912	9971.1211
913	9961.720705
914	9956.060773
915	9952.872644
916	9949.276067
917	9941.063913
918	9932.878582
919	9921.821712
920	9912.975207
921	9904.159905
922	9898.105207
923	9889.291451
924	9881.83149
925	9868.756062
926	9864.215787
927	9862.108692
928	9855.515418
929	9841.919867
930	9835.568169
931	9826.778152
932	9815.988203
933	9809.472455
934	9799.210118
935	9793.010731
936	9782.454689
937	9781.844005
938	9778.545265
939	9773.904112
940	9765.182485
941	9764.53871
942	9754.554896
943	9753.958172
944	9748.223176
945	9740.216125
946	9738.741869
947	9728.586826
948	9722.592059
949	9719.824621
950	9711.064207
951	9710.43904
952	9699.9294
953	9699.199491
954	9690.166075
955	9679.194039
956	9670.590708
957	9660.190861
958	9649.321515
959	9642.723201
960	9641.877168
961	9636.561972
962	9632.626935
963	9623.942032
964	9623.376296
965	9612.883669
966	9606.568183
967	9603.034664
968	9596.639801
969	9594.386021
970	9588.33753
971	9587.750409
972	9576.450525
973	9575.854766
974	9571.324558
975	9570.645658
976	9569.95457
977	9560.456559
978	9551.926231
979	9543.870277
980	9534.51529
981	9528.686125
982	9526.147216
983	9517.81915
984	9517.105964
985	9506.176446
986	9502.830463
987	9494.512119
988	9485.282103
989	9474.678166
990	9474.098605
991	9464.555079
992	9458.722214
993	9448.469949
994	9442.875259
995	9432.408036
996	9423.650622
997	9411.959125
998	9406.534618
999	9400.603859
1000	9393.171378
1001	9388.016081
1002	9381.041258
1003	9379.75467
1004	9371.449044
1005	9364.850676
1006	9357.821056
1007	9347.900287
1008	9342.163333
1009	9334.149922
1010	9332.531902
1011	9321.849495
1012	9319.630447
1013	9319.16803
1014	9309.745253
1015	9309.227261
1016	9302.962242
1017	9302.461781
1018	9301.531649
1019	9295.628664
1020	9288.192578
1021	9276.800547
1022	9274.854032
1023	9266.593296
1024	9262.335238
1025	9251.787847
1026	9245.28544
1027	9234.420679
1028	9220.186047
1029	9219.601247
1030	9211.221826
1031	9210.568919
1032	9209.625111
1033	9205.614915
1034	9199.113528
1035	9198.621599
1036	9187.719892
1037	9187.238709
1038	9181.622634
1039	9175.242951
1040	9167.455113
1041	9163.331147
1042	9154.029441
1043	9150.455237
1044	9149.053518
1045	9148.587552
1046	9142.106867
1047	9137.886608
1048	9130.103397
1049	9123.019272
1050	9115.550628
1051	9115.047707
1052	9114.61132
1053	9110.076026
1054	9102.940574
1055	9099.486457
1056	9098.077432
1057	9088.548784
1058	9080.823188
1059	9076.569454
1060	9066.170611
1061	9059.787849
1062	9056.926308
1063	9050.639427
1064	9043.521554
1065	9043.074
1066	9042.634333
1067	9040.74014
1068	9031.640315
1069	9020.590104
1070	9015.106358
1071	9012.318939
1072	9007.03758
1073	9001.348797
1074	8997.621585
1075	8990.089579
1076	8981.671833
1077	8974.887824
1078	8967.632752
1079	8962.300881
1080	8957.009134
1081	8951.293798
1082	8942.296691
1083	8941.523844
1084	8934.50648
1085	8924.226784
1086	8914.931557
1087	8909.245679
1088	8899.702332
1089	8896.048315
1090	8883.682606
1091	8879.955552
1092	8872.749554
1093	8867.841292
1094	8867.161263
1095	8861.339538
1096	8857.198557
1097	8846.564544
1098	8845.990528
1099	8840.01693
1100	8830.914783
1101	8823.60054
1102	8821.364668
1103	8813.647704
1104	8812.002728
1105	8811.608354
1106	8804.970863
1107	8797.988752
1108	8797.56129
1109	8788.632304
1110	8779.385815
1111	8772.369276
1112	8767.874447
1113	8760.517416
1114	8752.24536
1115	8744.014244
1116	8736.541217
1117	8732.109009
1118	8725.592919
1119	8716.50535
1120	8713.67612
1121	8706.240745
1122	8703.260528
1123	8702.796599
1124	8702.320043
1125	8692.108439
1126	8682.959859
1127	8673.94201
1128	8667.351521
1129	8657.945073
1130	8651.550213
1131	8643.588758
1132	8637.867122
1133	8634.208053
1134	8631.854634
1135	8626.941103
1136	8617.802647
1137	8610.452996
1138	8603.287165
1139	8602.91347
1140	8599.465782
1141	8593.45625
1142	8587.898165
1143	8580.702266
1144	8580.305263
1145	8571.796848
1146	8563.784655
1147	8558.245038
1148	8550.238079
1149	8547.627908
1150	8540.903426
1151	8533.26536
1152	8531.183054
1153	8529.523923
1154	8521.805321
1155	8515.822991
1156	8509.993158
1157	8500.412733
1158	8494.787504
1159	8492.943317
1160	8484.618142
1161	8479.960987
1162	8472.069696
1163	8465.82229
1164	8459.497378
1165	8459.109787
1166	8453.120412
1167	8446.216627
1168	8445.837491
1169	8435.370933
1170	8435.026838
1171	8426.169139
1172	8418.949891
1173	8416.653528
1174	8409.84697
1175	8404.655699
1176	8398.178867
1177	8391.261495
1178	8386.084669
1179	8380.491411
1180	8368.983477
1181	8363.710663
1182	8363.344513
1183	8362.948158
1184	8355.767955
1185	8349.022749
1186	8343.731694
1187	8342.429086
1188	8335.55538
1189	8329.037714
1190	8321.851226
1191	8321.27915
1192	8316.15671
1193	8315.809212
1194	8309.237792
1195	8307.843857
1196	8299.481018
1197	8297.723752
1198	8293.362983
1199	8292.653834
1200	8285.994278
1201	8285.625025
1202	8281.19891
1203	8280.865615
1204	8276.985471
1205	8272.263815
1206	8271.920207
1207	8265.570305
1208	8265.249115
1209	8263.573024
1210	8253.33242
1211	8252.096519
1212	8250.264478
1213	8244.219733
1214	8242.608144
1215	8238.433701
1216	8234.602478
1217	8233.991937
1218	8229.510315
1219	8225.281318
1220	8224.993857
1221	8219.484569
1222	8211.982641
1223	8205.74085
1224	8205.414007
1225	8203.928577
1226	8199.835862
1227	8196.867312
1228	8189.271983
1229	8187.11068
1230	8186.212118
1231	8185.915242
1232	8181.483041
1233	8175.464987
1234	8166.275492
1235	8163.337198
1236	8155.195104
1237	8150.657001
1238	8144.122365
1239	8139.360975
1240	8133.981305
1241	8126.316726
1242	8120.764166
1243	8119.873982
1244	8116.287196
1245	8112.964393
1246	8107.652024
1247	8100.156807
1248	8099.476378
1249	8095.496341
1250	8095.195526
1251	8088.287326
1252	8085.640119
1253	8080.717932
1254	8076.392214
1255	8069.219924
1256	8068.867293
1257	8061.072191
1258	8055.920152
1259	8055.623418
1260	8048.011679
1261	8041.420751
1262	8037.767386
1263	8030.529284
1264	8025.084541
1265	8016.945204
1266	8015.372956
1267	8013.309793
1268	8005.74869
1269	8002.076754
1270	8001.141741
1271	7992.774592
1272	7984.700507
1273	7981.382831
1274	7981.100367
1275	7980.824599
1276	7980.481
1277	7974.756203
1278	7966.059028
1279	7959.191809
1280	7954.031234
1281	7948.172237
1282	7940.399108
1283	7937.293077
1284	7930.53091
1285	7925.058019
1286	7923.670046
1287	7918.089059
1288	7912.83057
1289	7910.654875
1290	7910.305842
1291	7901.575627
1292	7899.280316
1293	7893.102788
1294	7892.272362
1295	7887.425736
1296	7887.17415
1297	7885.015819
1298	7880.821465
1299	7879.955333
1300	7870.561707
1301	7866.027872
1302	7858.964873
1303	7850.766208
1304	7842.599842
1305	7834.826075
1306	7834.08494
1307	7831.031351
1308	7829.323906
1309	7823.653436
1310	7822.291592
1311	7822.061217
1312	7821.372233
1313	7819.328423
1314	7814.769688
1315	7814.545233
1316	7808.836407
1317	7802.881657
1318	7795.747334
1319	7790.976756
1320	7784.32194
1321	7783.912981
1322	7778.211463
1323	7773.669192
1324	7773.474339
1325	7764.720008
1326	7757.874272
1327	7757.59713
1328	7750.256679
1329	7741.74207
1330	7738.591926
1331	7735.758004
1332	7732.544495
1333	7730.133474
1334	7729.691247
1335	7726.995729
1336	7726.500842
1337	7723.748877
1338	7721.80816
1339	7717.881402
1340	7711.184193
1341	7705.83601
1342	7697.780913
1343	7697.534008
1344	7688.744598
1345	7683.964304
1346	7677.825958
1347	7671.691993
1348	7665.342105
1349	7663.106595
1350	7661.567257
1351	7657.988965
1352	7657.268769
1353	7651.633837
1354	7647.477976
1355	7644.670864
1356	7638.723836
1357	7632.308846
1358	7628.56425
1359	7623.018868
1360	7615.409554
1361	7606.066751
1362	7601.177806
1363	7593.801449
1364	7584.231635
1365	7574.761737
1366	7571.511205
1367	7568.187214
1368	7567.964434
1369	7564.258814
1370	7559.982021
1371	7553.68102
1372	7547.656645
1373	7540.462765
1374	7536.280713
1375	7524.322781
1376	7524.064204
1377	7516.530216
1378	7512.496258
1379	7506.999713
1380	7500.486577
1381	7494.913511
1382	7488.078712
1383	7483.848816
1384	7478.817397
1385	7478.554992
1386	7473.388071
1387	7465.553963
1388	7463.334342
1389	7459.660061
1390	7459.334525
1391	7454.084532
1392	7446.925917
1393	7440.212431
1394	7430.207024
1395	7422.93494
1396	7416.897231
1397	7409.692504
1398	7408.071273
1399	7401.837722
1400	7400.623335
1401	7392.283861
1402	7388.563377
1403	7385.023613
1404	7379.138956
1405	7378.59646
1406	7375.271916
1407	7366.465646
1408	7366.251255
1409	7361.711458
1410	7357.170945
1411	7356.696117
1412	7355.309402
1413	7350.239833
1414	7347.378751
1415	7345.55394
1416	7339.332394
1417	7333.150273
1418	7329.646278
1419	7321.915871
1420	7317.76535
1421	7313.527971
1422	7309.363348
1423	7303.840005
1424	7303.409214
1425	7299.941137
1426	7295.389753
1427	7292.285204
1428	7286.60369
1429	7286.390512
1430	7282.151943
1431	7280.263762
1432	7280.026466
1433	7276.048897
1434	7269.805419
1435	7265.003644
1436	7261.915731
1437	7257.744793
1438	7253.392283
1439	7250.004242
1440	7245.432378
1441	7240.631549
1442	7236.703073
1443	7229.810173
1444	7225.434907
1445	7222.761091
1446	7218.587944
1447	7214.839482
1448	7210.306961
1449	7203.71571
1450	7198.683334
1451	7192.510354
1452	7189.040527
1453	7186.95388
1454	7181.018558
1455	7177.563683
1456	7168.472029
1457	7167.08725
1458	7161.218283
1459	7160.763211
1460	7160.57869
1461	7154.703848
1462	7148.781603
1463	7142.385147
1464	7137.897752
1465	7131.713516
1466	7124.590298
1467	7118.028872
1468	7110.991426
1469	7105.331186
1470	7102.368208
1471	7096.460048
1472	7093.446819
1473	7087.551253
1474	7085.966165
1475	7084.55011
1476	7079.847696
1477	7076.055679
1478	7070.832399
1479	7062.635732
1480	7060.213064
1481	7054.410208
1482	7053.836185
1483	7052.467893
1484	7050.011325
1485	7042.153947
1486	7041.958264
1487	7034.287833
1488	7033.938201
1489	7027.249298
1490	7024.299985
1491	7019.287152
1492	7017.575315
1493	7013.280477
1494	7011.154704
1495	7006.312635
1496	7004.051549
1497	7002.746506
1498	6998.460212
1499	6995.689751
1500	6991.352625
1501	6991.119898
1502	6990.891717
1503	6989.032109
1504	6980.770343
1505	6975.644418
1506	6969.513929
1507	6964.83991
1508	6962.922033
1509	6959.830578
1510	6954.598929
1511	6949.256496
1512	6943.362012
1513	6940.288776
1514	6935.943251
1515	6928.399668
1516	6921.660921
1517	6919.014289
1518	6911.241338
1519	6905.822085
1520	6899.69002
1521	6894.424149
1522	6891.08697
1523	6883.924432
1524	6880.300491
1525	6875.836969
1526	6874.814452
1527	6868.560105
1528	6864.614572
1529	6857.602702
1530	6851.05727
1531	6850.661356
1532	6847.663991
1533	6841.463244
1534	6839.524717
1535	6835.95302
1536	6831.700149
1537	6831.311072
1538	6829.173111
1539	6827.597681
1540	6827.358977
1541	6827.126233
1542	6822.227564
1543	6817.09651
1544	6811.443827
1545	6810.669677
1546	6805.112278
1547	6800.821351
1548	6797.267286
1549	6790.459499
1550	6787.814171
1551	6781.394446
1552	6779.346132
1553	6773.321459
1554	6771.866472
1555	6766.284328
1556	6765.025546
1557	6759.673824
1558	6758.072675
1559	6752.737211
1560	6749.102777
1561	6744.574424
1562	6742.716005
1563	6742.282425
1564	6736.912125
1565	6732.922246
1566	6727.752199
1567	6724.339371
1568	6718.456199
1569	6715.173553
1570	6710.613414
1571	6705.638942
1572	6701.115904
1573	6698.532756
1574	6698.299166
1575	6698.121395
1576	6691.506751
1577	6687.400719
1578	6684.275004
1579	6680.902081
1580	6675.738664
1581	6675.540314
1582	6671.495034
1583	6668.010826
1584	6663.475051
1585	6658.230902
1586	6656.71351
1587	6656.294483
1588	6652.503395
1589	6647.900078
1590	6644.826072
1591	6638.961231
1592	6638.563465
1593	6635.911612
1594	6632.512083
1595	6630.471565
1596	6625.885009
1597	6622.911926
1598	6622.726862
1599	6619.878468
1600	6616.234527
1601	6610.709228
1602	6604.200201
1603	6602.97374
1604	6600.104379
1605	6591.727942
1606	6587.706568
1607	6585.500279
1608	6581.152992
1609	6576.939545
1610	6571.767948
1611	6568.798938
1612	6565.631832
1613	6557.950272
1614	6552.480069
1615	6552.286685
1616	6544.434932
1617	6542.130407
1618	6538.932546
1619	6538.103074
1620	6535.247122
1621	6534.348688
1622	6526.867597
1623	6523.850611
1624	6523.419325
1625	6523.267707
1626	6520.887902
1627	6516.55269
1628	6512.523053
1629	6512.334335
1630	6509.392827
1631	6504.346597
1632	6502.792792
1633	6498.598066
1634	6494.891588
1635	6489.504605
1636	6487.05075
1637	6486.885528
1638	6482.525259
1639	6479.155454
1640	6478.603099
1641	6474.860883
1642	6469.066028
1643	6463.549281
1644	6459.455443
1645	6453.466822
1646	6451.434058
1647	6448.107392
1648	6444.472387
1649	6440.128642
1650	6431.611132
1651	6429.592169
1652	6424.69967
1653	6424.393614
1654	6420.172805
1655	6414.861748
1656	6408.861344
1657	6402.382792
1658	6402.204419
1659	6401.355262
1660	6400.061094
1661	6399.496565
1662	6395.66423
1663	6395.266283
1664	6391.864316
1665	6389.410336
